# 0.3.0 golden corpus - kernel Select (SqueakPoolRegistry). Lines: scenario|mode|domain|action|seed|gate|soundKey|tier|poolStableKey; '-' = none.
# Rebuilt by tools/KernelCharacterization; scenarios frozen in Scenarios.cs (S1-S5 constructed, F03-F07 fixture-driven from fixtures/input). Any delta on replay = regression.
F04-fallback-seeded|Fallback|Ratkin|Equip|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Call|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Eat|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Sleep|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Wounded|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Select|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Move|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Social|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Joy|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Death|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Draft|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Undraft|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Attack|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Work|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|Equip|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Remix|Ratkin|MentalBreak|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Off|Ratkin|Call|1|all|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Call|1|partial|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Call|2|all|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Call|2|partial|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Call|3|all|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Call|3|partial|SR_Call|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|1|all|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|1|partial|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|2|all|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|2|partial|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|3|all|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Eat|3|partial|SR_Eat|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|1|all|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|1|partial|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|2|all|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|2|partial|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|3|all|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Sleep|3|partial|SR_Sleep|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|1|all|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|1|partial|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|2|all|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|2|partial|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|3|all|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Wounded|3|partial|SR_Wounded|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|1|all|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|1|partial|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|2|all|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|2|partial|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|3|all|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Select|3|partial|SR_Select|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|1|all|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|1|partial|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|2|all|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|2|partial|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|3|all|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Move|3|partial|SR_Move|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|1|all|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|1|partial|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|2|all|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|2|partial|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|3|all|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Social|3|partial|SR_Social|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|1|all|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|1|partial|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|2|all|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|2|partial|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|3|all|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Joy|3|partial|SR_Joy|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|1|all|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|1|partial|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|2|all|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|2|partial|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|3|all|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Death|3|partial|SR_Death|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|1|all|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|1|partial|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|2|all|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|2|partial|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|3|all|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Draft|3|partial|SR_Draft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|1|all|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|1|partial|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|2|all|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|2|partial|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|3|all|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Undraft|3|partial|SR_Undraft|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|1|all|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|1|partial|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|2|all|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|2|partial|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|3|all|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Attack|3|partial|SR_Attack|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|1|all|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|1|partial|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|2|all|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|2|partial|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|3|all|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Work|3|partial|SR_Work|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Equip|1|all|SR_Equip|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Equip|1|partial|SR_Equip|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Equip|2|all|SR_Equip|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Equip|2|partial|SR_Equip|BuiltInFallback|-
F05-multi-lastwins|Off|Ratkin|Equip|3|all|SR_Equip|BuiltInFallback|-
