# 0.3.1 golden corpus - kernel Select (SqueakPoolRegistry). Lines: scenario|mode|domain|action|seed|gate|eggs|soundKey|tier|poolStableKey; '-' = none.
# Rebuilt by tools/KernelCharacterization; scenarios frozen in Scenarios.cs (S1-S7 constructed incl. egg/two-race, F03-F07 fixture-driven from fixtures/input). Any delta on replay = regression.
F04-fallback-seeded|Fallback|Ratkin|Select|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Select|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Move|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Social|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Joy|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Death|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Draft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Undraft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Attack|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Work|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Equip|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|MentalBreak|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F04-fallback-seeded|Fallback|Ratkin|Crying|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
